Time Series 1,Time Series 2,Time Series 3,Time Series 4,Time Series 5,Time Series 6,Time Series 7,Time Series 8
-9.925735153983041847e-01,-1.214513582051944818e-01,6.154516882160726565e-01,8.702487690612968896e-01,9.496388071191422808e-01,9.757820661036676890e-01,9.854079727605854488e-01,9.892600897374356217e-01
-9.926687618833764937e-01,-1.206716391944234468e-01,6.160706065656528230e-01,8.706354458725611423e-01,9.498846467943566907e-01,9.759535884262928729e-01,9.855413673488945259e-01,9.893745973298531116e-01
-9.927633958873701703e-01,-1.198918457287099920e-01,6.166891447969050644e-01,8.710215854978500261e-01,9.501299003864824844e-01,9.761245085811767197e-01,9.856741538537593383e-01,9.894884944737080135e-01
-9.928574173518960322e-01,-1.191119782891900125e-01,6.173073025281891058e-01,8.714071876989137877e-01,9.503745677441992612e-01,9.762948264628608097e-01,9.858063321932514222e-01,9.896017810987236540e-01
-9.929508262189435941e-01,-1.183320373570453526e-01,6.179250793780990403e-01,8.717922522378351857e-01,9.506186487165454446e-01,9.764645419662588699e-01,9.859379022858149044e-01,9.897144571350020570e-01
-9.930436224308770710e-01,-1.175520234135028624e-01,6.185424749654643284e-01,8.721767788770272700e-01,9.508621431529221679e-01,9.766336549866549976e-01,9.860688640502709434e-01,9.898265225130215006e-01
-9.931358059304423724e-01,-1.167719369398346890e-01,6.191594889093477994e-01,8.725607673792348251e-01,9.511050509030917199e-01,9.768021654197058812e-01,9.861992174058153982e-01,9.899379771636371839e-01
-9.932273766607617738e-01,-1.159917784173577215e-01,6.197761208290503143e-01,8.729442175075358135e-01,9.513473718171793214e-01,9.769700731614398004e-01,9.863289622720199379e-01,9.900488210180822257e-01
-9.933183345653345819e-01,-1.152115483274332997e-01,6.203923703441064363e-01,8.733271290253394881e-01,9.515891057456722368e-01,9.771373781082572929e-01,9.864580985688311543e-01,9.901590540079638902e-01
-9.934086795880402443e-01,-1.144312471514669499e-01,6.210082370742873170e-01,8.737095016963880578e-01,9.518302525394188862e-01,9.773040801569301550e-01,9.865866262165721157e-01,9.902686760652678055e-01
-9.934984116731354620e-01,-1.136508753709077613e-01,6.216237206396013626e-01,8.740913352847551332e-01,9.520708120496310656e-01,9.774701792046025517e-01,9.867145451359391473e-01,9.903776871223590739e-01
-9.935875307652546340e-01,-1.128704334672485515e-01,6.222388206602920135e-01,8.744726295548487238e-01,9.523107841278821706e-01,9.776356751487904617e-01,9.868418552480067163e-01,9.904860871119742782e-01
-9.936760368094119666e-01,-1.120899219220262977e-01,6.228535367568391878e-01,8.748533842714080189e-01,9.525501686261086398e-01,9.778005678873826767e-01,9.869685564742237682e-01,9.905938759672321403e-01
-9.937639297509974767e-01,-1.113093412168180696e-01,6.234678685499611683e-01,8.752335991995050524e-01,9.527889653966092887e-01,9.779648573186388028e-01,9.870946487364155031e-01,9.907010536216256380e-01
-9.938512095357817655e-01,-1.105286918332483576e-01,6.240818156606116052e-01,8.756132741045463685e-01,9.530271742920448652e-01,9.781285433411923691e-01,9.872201319567820432e-01,9.908076200090261132e-01
-9.939378761099124659e-01,-1.097479742529799268e-01,6.246953777099832905e-01,8.759924087522711345e-01,9.532647951654399376e-01,9.782916258540474974e-01,9.873450060578987664e-01,9.909135750636813844e-01
-9.940239294199161302e-01,-1.089671889577191466e-01,6.253085543195051610e-01,8.763710029087503628e-01,9.535018278701812289e-01,9.784541047565822325e-01,9.874692709627201914e-01,9.910189187202171901e-01
-9.941093694126974523e-01,-1.081863364292141860e-01,6.259213451108448512e-01,8.767490563403907977e-01,9.537382722600179497e-01,9.786159799485460997e-01,9.875929265945714297e-01,9.911236509136348571e-01
-9.941941960355389352e-01,-1.074054171492542231e-01,6.265337497059070282e-01,8.771265688139314731e-01,9.539741281890636859e-01,9.787772513300613264e-01,9.877159728771583991e-01,9.912277715793155197e-01
-9.942784092361025561e-01,-1.066244315996704023e-01,6.271457677268362785e-01,8.775035400964452670e-01,9.542093955117939563e-01,9.789379188016227307e-01,9.878384097345600523e-01,9.913312806530150123e-01
-9.943620089624289893e-01,-1.058433802623339332e-01,6.277573987960136659e-01,8.778799699553393454e-01,9.544440740830473224e-01,9.790979822640980546e-01,9.879602370912328180e-01,9.914341780708687546e-01
-9.944449951629362738e-01,-1.050622636191573950e-01,6.283686425360607286e-01,8.782558581583544965e-01,9.546781637580270541e-01,9.792574416187271868e-01,9.880814548720082691e-01,9.915364637693881988e-01
-9.945273677864214790e-01,-1.042810821520927522e-01,6.289794985698372587e-01,8.786312044735669069e-01,9.549116643922980208e-01,9.794162967671231623e-01,9.882020630020951213e-01,9.916381376854622731e-01
-9.946091267820605930e-01,-1.034998363431329227e-01,6.295899665204423012e-01,8.790060086693852748e-01,9.551445758417893561e-01,9.795745476112712735e-01,9.883220614070770127e-01,9.917391997563587136e-01
-9.946902720994078573e-01,-1.027185266743098901e-01,6.302000460112144875e-01,8.793802705145539189e-01,9.553768979627934588e-01,9.797321940535304030e-01,9.884414500129145020e-01,9.918396499197209559e-01
-9.947708036883959881e-01,-1.019371536276950929e-01,6.308097366657318128e-01,8.797539897781520013e-01,9.556086306119666585e-01,9.798892359966315802e-01,9.885602287459437365e-01,9.919394881135704667e-01
-9.948507214993373982e-01,-1.011557176853994516e-01,6.314190381078126357e-01,8.801271662295930831e-01,9.558397736463299932e-01,9.800456733436802015e-01,9.886783975328790053e-01,9.920387142763074095e-01
-9.949300254829211987e-01,-1.003742193295719815e-01,6.320279499615154561e-01,8.804997996386255688e-01,9.560703269232654344e-01,9.802015059981527001e-01,9.887959563008091868e-01,9.921373283467085358e-01
-9.950087155902177516e-01,-9.959265904240141576e-02,6.326364718511383600e-01,8.808718897753317068e-01,9.563002903005211053e-01,9.803567338638994322e-01,9.889129049771990809e-01,9.922353302639282946e-01
-9.950867917726740064e-01,-9.881103730611358327e-02,6.332446034012212399e-01,8.812434364101325857e-01,9.565296636362099481e-01,9.805113568451456763e-01,9.890292434898915186e-01,9.923327199675000543e-01
-9.951642539821168310e-01,-9.802935460297251824e-02,6.338523442365426863e-01,8.816144393137800295e-01,9.567584467888057276e-01,9.806653748464865261e-01,9.891449717671054742e-01,9.924294973973324385e-01
-9.952411021707517902e-01,-9.724761141527989150e-02,6.344596939821258719e-01,8.819848982573649243e-01,9.569866396171484713e-01,9.808187877728931081e-01,9.892600897374356217e-01,9.925256624937141003e-01
-9.953173362911639233e-01,-9.646580822537503819e-02,6.350666522632321120e-01,8.823548130123123334e-01,9.572142419804434699e-01,9.809715955297089174e-01,9.893745973298534446e-01,9.926212151973111686e-01
-9.953929562963150790e-01,-9.568394551563383366e-02,6.356732187053661942e-01,8.827241833503827184e-01,9.574412537382577248e-01,9.811237980226505950e-01,9.894884944737076804e-01,9.927161554491660267e-01
-9.954679621395483569e-01,-9.490202376846920695e-02,6.362793929342728250e-01,8.830930090436724944e-01,9.576676747505243892e-01,9.812753951578091494e-01,9.896017810987233210e-01,9.928104831907008654e-01
-9.955423537745843321e-01,-9.412004346633011387e-02,6.368851745759409599e-01,8.834612898646156953e-01,9.578935048775417682e-01,9.814263868416476244e-01,9.897144571350021680e-01,9.929041983637157953e-01
-9.956161311555230542e-01,-9.333800509170185611e-02,6.374905632565996960e-01,8.838290255859806432e-01,9.581187439799694339e-01,9.815767729810040976e-01,9.898265225130216116e-01,9.929973009103866266e-01
-9.956892942368439359e-01,-9.255590912710633111e-02,6.380955586027219351e-01,8.841962159808732791e-01,9.583433919188356631e-01,9.817265534830896812e-01,9.899379771636375169e-01,9.930897907732694208e-01
-9.957618429734044208e-01,-9.177375605509947853e-02,6.387001602410228296e-01,8.845628608227348311e-01,9.585674485555307767e-01,9.818757282554884114e-01,9.900488210180821147e-01,9.931816678952974931e-01
-9.958337773204422039e-01,-9.099154635827398641e-02,6.393043677984602269e-01,8.849289598853445904e-01,9.587909137518114688e-01,9.820242972061594688e-01,9.901590540079636682e-01,9.932729322197824118e-01
-9.959050972335736773e-01,-9.020928051925586333e-02,6.399081809022357792e-01,8.852945129428171356e-01,9.590137873697982540e-01,9.821722602434348470e-01,9.902686760652682496e-01,9.933635836904138872e-01
-9.959758026687925980e-01,-8.942695902070701974e-02,6.405115991797938335e-01,8.856595197696047750e-01,9.592360692719766879e-01,9.823196172760205735e-01,9.903776871223588518e-01,9.934536222512579950e-01
-9.960458935824753057e-01,-8.864458234532372749e-02,6.411146222588220978e-01,8.860239801404964366e-01,9.594577593211990330e-01,9.824663682129973763e-01,9.904860871119746113e-01,9.935430478467625059e-01
-9.961153699313745058e-01,-8.786215097583516265e-02,6.417172497672538611e-01,8.863878938306188893e-01,9.596788573806802614e-01,9.826125129638185740e-01,9.905938759672321403e-01,9.936318604217504458e-01
-9.961842316726228219e-01,-8.707966539500577863e-02,6.423194813332643305e-01,8.867512606154355215e-01,9.598993633140029402e-01,9.827580514383124077e-01,9.907010536216258600e-01,9.937200599214242036e-01
-9.962524787637326851e-01,-8.629712608563226695e-02,6.429213165852736278e-01,8.871140802707473405e-01,9.601192769851133457e-01,9.829029835466807086e-01,9.908076200090261132e-01,9.938076462913643105e-01
-9.963201111625944462e-01,-8.551453353054483397e-02,6.435227551519477895e-01,8.874763525726931945e-01,9.603385982583240166e-01,9.830473091995004520e-01,9.909135750636813844e-01,9.938946194775297727e-01
-9.963871288274799287e-01,-8.473188821260681236e-02,6.441237966621958799e-01,8.878380772977493285e-01,9.605573269983125329e-01,9.831910283077217594e-01,9.910189187202169681e-01,9.939809794262576270e-01
-9.964535317170385431e-01,-8.394919061471275978e-02,6.447244407451723225e-01,8.881992542227303833e-01,9.607754630701222931e-01,9.833341407826685643e-01,9.911236509136350792e-01,9.940667260842632746e-01
-9.965193197902989519e-01,-8.316644121979255289e-02,6.453246870302775662e-01,8.885598831247873974e-01,9.609930063391622923e-01,9.834766465360409438e-01,9.912277715793151867e-01,9.941518593986402585e-01
-9.965844930066696250e-01,-8.238364051080507289e-02,6.459245351471566421e-01,8.889199637814115817e-01,9.612099566712075660e-01,9.836185454799112327e-01,9.913312806530151233e-01,9.942363793168619290e-01
-9.966490513259389505e-01,-8.160078897074188320e-02,6.465239847257007177e-01,8.892794959704322100e-01,9.614263139323990792e-01,9.837598375267281314e-01,9.914341780708686436e-01,9.943202857867783351e-01
-9.967129947082733477e-01,-8.081788708262578613e-02,6.471230353960466530e-01,8.896384794700152865e-01,9.616420779892423942e-01,9.839005225893129314e-01,9.915364637693881988e-01,9.944035787566193330e-01
-9.967763231142198199e-01,-8.003493532951114209e-02,6.477216867885772222e-01,8.899969140586659888e-01,9.618572487086112233e-01,9.840406005808625123e-01,9.916381376854624952e-01,9.944862581749919217e-01
-9.968390365047051782e-01,-7.925193419448245402e-02,6.483199385339225573e-01,8.903547995152297778e-01,9.620718259577439868e-01,9.841800714149486762e-01,9.917391997563587136e-01,9.945683239908833517e-01
-9.969011348410338202e-01,-7.846888416065501970e-02,6.489177902629580386e-01,8.907121356188891781e-01,9.622858096042452569e-01,9.843189350055165932e-01,9.918396499197206229e-01,9.946497761536585713e-01
-9.969626180848917274e-01,-7.768578571117401577e-02,6.495152416068065149e-01,8.910689221491658873e-01,9.624991995160859792e-01,9.844571912668871327e-01,9.919394881135706887e-01,9.947306146130613369e-01
-9.970234861983429120e-01,-7.690263932921459489e-02,6.501122921968383039e-01,8.914251588859218867e-01,9.627119955616043612e-01,9.845948401137558648e-01,9.920387142763074095e-01,9.948108393192134358e-01
-9.970837391438313047e-01,-7.611944549798219106e-02,6.507089416646697488e-01,8.917808456093562208e-01,9.629241976095034294e-01,9.847318814611920601e-01,9.921373283467086468e-01,9.948904502226159074e-01
-9.971433768841815315e-01,-7.533620470071042408e-02,6.513051896421665488e-01,8.921359821000098833e-01,9.631358055288545827e-01,9.848683152246413552e-01,9.922353302639284056e-01,9.949694472741485995e-01
-9.972023993825960275e-01,-7.455291742066240401e-02,6.519010357614399842e-01,8.924905681387612644e-01,9.633468191890941501e-01,9.850041413199227547e-01,9.923327199675002763e-01,9.950478304250706119e-01
-9.972608066026574791e-01,-7.376958414112985696e-02,6.524964796548504697e-01,8.928446035068295927e-01,9.635572384600253892e-01,9.851393596632317395e-01,9.924294973973323275e-01,9.951255996270179649e-01
-9.973185985083289351e-01,-7.298620534543326377e-02,6.530915209550066658e-01,8.931980879857731592e-01,9.637670632118193748e-01,9.852739701711376030e-01,9.925256624937141003e-01,9.952027548320073747e-01
-9.973757750639523634e-01,-7.220278151692051394e-02,6.536861592947654787e-01,8.935510213574904270e-01,9.639762933150129998e-01,9.854079727605853378e-01,9.926212151973110576e-01,9.952792959924346983e-01
-9.974323362342495392e-01,-7.141931313896796030e-02,6.542803943072321715e-01,8.939034034042208088e-01,9.641849286405106412e-01,9.855413673488941928e-01,9.927161554491661377e-01,9.953552230610722695e-01
-9.974882819843214898e-01,-7.063580069497887859e-02,6.548742256257616967e-01,8.942552339085420021e-01,9.643929690595827164e-01,9.856741538537592273e-01,9.928104831907007544e-01,9.954305359910724516e-01
-9.975436122796504934e-01,-6.985224466838363400e-02,6.554676528839568084e-01,8.946065126533726541e-01,9.646004144438676819e-01,9.858063321932514222e-01,9.929041983637157953e-01,9.955052347359685250e-01
-9.975983270860964147e-01,-6.906864554264052769e-02,6.560606757156703939e-01,8.949572394219732496e-01,9.648072646653711448e-01,9.859379022858149044e-01,9.929973009103866266e-01,9.955793192496695809e-01
-9.976524263699011463e-01,-6.828500380123307678e-02,6.566532937550044746e-01,8.953074139979435575e-01,9.650135195964650858e-01,9.860688640502709434e-01,9.930897907732693097e-01,9.956527894864660722e-01
-9.977059100976835015e-01,-6.750131992767213762e-02,6.572455066363116494e-01,8.956570361652237411e-01,9.652191791098894136e-01,9.861992174058153982e-01,9.931816678952977151e-01,9.957256454010255942e-01
-9.977587782364454316e-01,-6.671759440549417108e-02,6.578373139941935399e-01,8.960061057080960234e-01,9.654242430787519647e-01,9.863289622720199379e-01,9.932729322197824118e-01,9.957978869483964379e-01
-9.978110307535662526e-01,-6.593382771826108990e-02,6.584287154635021233e-01,8.963546224111826888e-01,9.656287113765259500e-01,9.864580985688309323e-01,9.933635836904135541e-01,9.958695140840054805e-01
-9.978626676168064202e-01,-6.515002034956071664e-02,6.590197106793409532e-01,8.967025860594471931e-01,9.658325838770553950e-01,9.865866262165717826e-01,9.934536222512584391e-01,9.959405267636576298e-01
-9.979136887943051981e-01,-6.436617278300553469e-02,6.596102992770620510e-01,8.970499964381950520e-01,9.660358604545483674e-01,9.867145451359390362e-01,9.935430478467623949e-01,9.960109249435376011e-01
-9.979640942545819904e-01,-6.358228550223310460e-02,6.602004808922704582e-01,8.973968533330710651e-01,9.662385409835827499e-01,9.868418552480064943e-01,9.936318604217505568e-01,9.960807085802108052e-01
-9.980138839665371187e-01,-6.279835899090537021e-02,6.607902551608215713e-01,8.977431565300643124e-01,9.664406253391040202e-01,9.869685564742237682e-01,9.937200599214242036e-01,9.961498776306192404e-01
-9.980630578994509339e-01,-6.201439373270849903e-02,6.613796217188214754e-01,8.980889058155038240e-01,9.666421133964252510e-01,9.870946487364159472e-01,9.938076462913643105e-01,9.962184320520854897e-01
-9.981116160229809298e-01,-6.123039021135250060e-02,6.619685802026290533e-01,8.984341009760605790e-01,9.668430050312275537e-01,9.872201319567819322e-01,9.938946194775297727e-01,9.962863718023112769e-01
-9.981595583071675160e-01,-6.044634891057120568e-02,6.625571302488528769e-01,8.987787417987477268e-01,9.670433001195591904e-01,9.873450060578987664e-01,9.939809794262576270e-01,9.963536968393776894e-01
-9.982068847224302433e-01,-5.966227031412151688e-02,6.631452714943567583e-01,8.991228280709203657e-01,9.672429985378380168e-01,9.874692709627198584e-01,9.940667260842633857e-01,9.964204071217449554e-01
-9.982535952395683587e-01,-5.887815490578361677e-02,6.637330035762534219e-01,8.994663595802755429e-01,9.674421001628485950e-01,9.875929265945714297e-01,9.941518593986404806e-01,9.964865026082517785e-01
-9.982996898297606947e-01,-5.809400316935978137e-02,6.643203261319107211e-01,8.998093361148533642e-01,9.676406048717444142e-01,9.877159728771581770e-01,9.942363793168619290e-01,9.965519832581173354e-01
-9.983451684645681112e-01,-5.730981558867569159e-02,6.649072387989469757e-01,9.001517574630348850e-01,9.678385125420476687e-01,9.878384097345601633e-01,9.943202857867785571e-01,9.966168490309404993e-01
-9.983900311159288332e-01,-5.652559264757829605e-02,6.654937412152353016e-01,9.004936234135451079e-01,9.680358230516475926e-01,9.879602370912328180e-01,9.944035787566192219e-01,9.966810998866975080e-01
-9.984342777561621141e-01,-5.574133482993579719e-02,6.660798330189000582e-01,9.008349337554510949e-01,9.682325362788033463e-01,9.880814548720081580e-01,9.944862581749921437e-01,9.967447357857461832e-01
-9.984779083579691239e-01,-5.495704261964044768e-02,6.666655138483208454e-01,9.011756882781628564e-01,9.684286521021423511e-01,9.882020630020950103e-01,9.945683239908835738e-01,9.968077566888228214e-01
-9.985209228944279536e-01,-5.417271650060342947e-02,6.672507833421299495e-01,9.015158867714333502e-01,9.686241704006594011e-01,9.883220614070767907e-01,9.946497761536585713e-01,9.968701625570427494e-01
-9.985633213389998319e-01,-5.338835695675769183e-02,6.678356411392131209e-01,9.018555290253585932e-01,9.688190910537196610e-01,9.884414500129141690e-01,9.947306146130612259e-01,9.969319533519014342e-01
-9.986051036655234636e-01,-5.260396447205613335e-02,6.684200868787104621e-01,9.021946148303774393e-01,9.690134139410548908e-01,9.885602287459438475e-01,9.948108393192134358e-01,9.969931290352744835e-01
-9.986462698482198030e-01,-5.181953953047255257e-02,6.690041202000164278e-01,9.025331439772732445e-01,9.692071389427683314e-01,9.886783975328790053e-01,9.948904502226157964e-01,9.970536895694146473e-01
-9.986868198616887238e-01,-5.103508261600078061e-02,6.695877407427799355e-01,9.028711162571709803e-01,9.694002659393302634e-01,9.887959563008090758e-01,9.949694472741488216e-01,9.971136349169575919e-01
-9.987267536809105728e-01,-5.025059421265354320e-02,6.701709481469046992e-01,9.032085314615413418e-01,9.695927948115803385e-01,9.889129049771989699e-01,9.950478304250707229e-01,9.971729650409156820e-01
-9.987660712812472807e-01,-4.946607480446482685e-02,6.707537420525485627e-01,9.035453893821968618e-01,9.697847254407276907e-01,9.890292434898914076e-01,9.951255996270182980e-01,9.972316799046816449e-01
-9.988047726384379210e-01,-4.868152487548610408e-02,6.713361221001253876e-01,9.038816898112950193e-01,9.699760577083503810e-01,9.891449717671054742e-01,9.952027548320074857e-01,9.972897794720296805e-01
-9.988428577286044829e-01,-4.789694490978808894e-02,6.719180879303038312e-01,9.042174325413365743e-01,9.701667914963949535e-01,9.892600897374352886e-01,9.952792959924344762e-01,9.973472637071102431e-01
-9.988803265282482080e-01,-4.711233539146025134e-02,6.724996391840090126e-01,9.045526173651667889e-01,9.703569266871783228e-01,9.893745973298534446e-01,9.953552230610721585e-01,9.974041325744567033e-01
-9.989171790142510332e-01,-4.632769680461021333e-02,6.730807755024204031e-01,9.048872440759754276e-01,9.705464631633859973e-01,9.894884944737076804e-01,9.954305359910726736e-01,9.974603860389801291e-01
-9.989534151638739257e-01,-4.554302963336360338e-02,6.736614965269750455e-01,9.052213124672964240e-01,9.707354008080730789e-01,9.896017810987234320e-01,9.955052347359684140e-01,9.975160240659715072e-01
-9.989890349547601023e-01,-4.475833436186357761e-02,6.742418018993644457e-01,9.055548223330076585e-01,9.709237395046645958e-01,9.897144571350018349e-01,9.955793192496695809e-01,9.975710466211028526e-01
-9.990240383649303668e-01,-4.397361147427011896e-02,6.748216912615387919e-01,9.058877734673322912e-01,9.711114791369539478e-01,9.898265225130211675e-01,9.956527894864660722e-01,9.976254536704239895e-01
-9.990584253727891051e-01,-4.318886145476139721e-02,6.754011642557025130e-01,9.062201656648378734e-01,9.712986195891055718e-01,9.899379771636372949e-01,9.957256454010257052e-01,9.976792451803663253e-01
-9.990921959571192890e-01,-4.240408478753118771e-02,6.759802205243196083e-01,9.065519987204375685e-01,9.714851607456530536e-01,9.900488210180822257e-01,9.957978869483966600e-01,9.977324211177396318e-01
-9.991253500970829204e-01,-4.161928195679064774e-02,6.765588597101088730e-01,9.068832724293874881e-01,9.716711024914989059e-01,9.901590540079636682e-01,9.958695140840054805e-01,9.977849814497347092e-01
-9.991578877722250285e-01,-4.083445344676658872e-02,6.771370814560468965e-01,9.072139865872916875e-01,9.718564447119170113e-01,9.902686760652680276e-01,9.959405267636572967e-01,9.978369261439218318e-01
-9.991898089624698942e-01,-4.004959974170151094e-02,6.777148854053695048e-01,9.075441409900970591e-01,9.720411872925501795e-01,9.903776871223587408e-01,9.960109249435382672e-01,9.978882551682498603e-01
-9.992211136481204958e-01,-3.926472132585399899e-02,6.782922712015678757e-01,9.078737354340978838e-01,9.722253301194117014e-01,9.904860871119743893e-01,9.960807085802108052e-01,9.979389684910486835e-01
-9.992518018098627275e-01,-3.847981868349705653e-02,6.788692384883926456e-01,9.082027697159310575e-01,9.724088730788834622e-01,9.905938759672322513e-01,9.961498776306194625e-01,9.979890660810288860e-01
-9.992818734287622906e-01,-3.769489229891957033e-02,6.794457869098534664e-01,9.085312436325834184e-01,9.725918160577198268e-01,9.907010536216258600e-01,9.962184320520854897e-01,9.980385479072795274e-01
-9.993113284862645829e-01,-3.690994265642456168e-02,6.800219161102162291e-01,9.088591569813834203e-01,9.727741589430438651e-01,9.908076200090263352e-01,9.962863718023116100e-01,9.980874139392701405e-01
-9.993401669641949203e-01,-3.612497024032922111e-02,6.805976257340068392e-01,9.091865095600072388e-01,9.729559016223489065e-01,9.909135750636811624e-01,9.963536968393778004e-01,9.981356641468496216e-01
-9.993683888447603136e-01,-3.533997553496516508e-02,6.811729154260096619e-01,9.095133011664771061e-01,9.731370439834994279e-01,9.910189187202167460e-01,9.964204071217450664e-01,9.981832985002484504e-01
-9.993959941105475808e-01,-3.455495902467765890e-02,6.817477848312696320e-01,9.098395315991616439e-01,9.733175859147291664e-01,9.911236509136347461e-01,9.964865026082516675e-01,9.982303169700748047e-01
-9.994229827445246794e-01,-3.376992119382594970e-02,6.823222335950882567e-01,9.101652006567747533e-01,9.734975273046437838e-01,9.912277715793150756e-01,9.965519832581175574e-01,9.982767195273194449e-01
-9.994493547300392633e-01,-3.298486252678094199e-02,6.828962613630286116e-01,9.104903081383765029e-01,9.736768680422169808e-01,9.913312806530147903e-01,9.966168490309401662e-01,9.983225061433503855e-01
-9.994751100508195707e-01,-3.219978350792803562e-02,6.834698677809131206e-01,9.108148538433747943e-01,9.738556080167967144e-01,9.914341780708688656e-01,9.966810998866975080e-01,9.983676767899182236e-01
-9.995002486909746464e-01,-3.141468462166432246e-02,6.840430524948239999e-01,9.111388375715241406e-01,9.740337471180986473e-01,9.915364637693881988e-01,9.967447357857459611e-01,9.984122314391513653e-01
-9.995247706349934536e-01,-3.062956635239902359e-02,6.846158151511037016e-01,9.114622591229233350e-01,9.742112852362100339e-01,9.916381376854626062e-01,9.968077566888228214e-01,9.984561700635605774e-01
-9.995486758677459838e-01,-2.984442918455425947e-02,6.851881553963549143e-01,9.117851182980218905e-01,9.743882222615893873e-01,9.917391997563586026e-01,9.968701625570427494e-01,9.984994926360344358e-01
-9.995719643744830352e-01,-2.905927360256254158e-02,6.857600728774412291e-01,9.121074148976127116e-01,9.745645580850653689e-01,9.918396499197207339e-01,9.969319533519014342e-01,9.985421991298437661e-01
-9.995946361408349912e-01,-2.827410009086793463e-02,6.863315672414870283e-01,9.124291487228382014e-01,9.747402925978383426e-01,9.919394881135706887e-01,9.969931290352742614e-01,9.985842895186374246e-01
-9.996166911528132637e-01,-2.748890913392773583e-02,6.869026381358783739e-01,9.127503195751864862e-01,9.749154256914791539e-01,9.920387142763075206e-01,9.970536895694148694e-01,9.986257637764464068e-01
-9.996381293968100712e-01,-2.670370121620715270e-02,6.874732852082608980e-01,9.130709272564941914e-01,9.750899572579301289e-01,9.921373283467085358e-01,9.971136349169574808e-01,9.986666218776799608e-01
-9.996589508595981055e-01,-2.591847682218326523e-02,6.880435081065430225e-01,9.133909715689447761e-01,9.752638871895045192e-01,9.922353302639286277e-01,9.971729650409157930e-01,9.987068637971294738e-01
-9.996791555283296438e-01,-2.513323643634294072e-02,6.886133064788955149e-01,9.137104523150697544e-01,9.754372153788865019e-01,9.923327199674999433e-01,9.972316799046818669e-01,9.987464895099644746e-01
-9.996987433905394349e-01,-2.434798054318315641e-02,6.891826799737489351e-01,9.140293692977474738e-01,9.756099417191317347e-01,9.924294973973323275e-01,9.972897794720300135e-01,9.987854989917367421e-01
-9.997177144341404809e-01,-2.356270962720998299e-02,6.897516282397982978e-01,9.143477223202053361e-01,9.757820661036673560e-01,9.925256624937141003e-01,9.973472637071101321e-01,9.988238922183764190e-01
-9.997360686474283664e-01,-2.277742417293921948e-02,6.903201509259995206e-01,9.146655111860176879e-01,9.759535884262928729e-01,9.926212151973109465e-01,9.974041325744567033e-01,9.988616691661952318e-01
-9.997538060190787057e-01,-2.199212466489547033e-02,6.908882476815716434e-01,9.149827356991079297e-01,9.761245085811763866e-01,9.927161554491660267e-01,9.974603860389801291e-01,9.988988298118844922e-01
-9.997709265381462540e-01,-2.120681158761260690e-02,6.914559181559959411e-01,9.152993956637455186e-01,9.762948264628606987e-01,9.928104831907005323e-01,9.975160240659717292e-01,9.989353741325160962e-01
-9.997874301940689046e-01,-2.042148542563177252e-02,6.920231619990188099e-01,9.156154908845522966e-01,9.764645419662586479e-01,9.929041983637155733e-01,9.975710466211027416e-01,9.989713021055413034e-01
-9.998033169766631367e-01,-1.963614666350264187e-02,6.925899788606464380e-01,9.159310211664941637e-01,9.766336549866546646e-01,9.929973009103867376e-01,9.976254536704238784e-01,9.990066137087930676e-01
-9.998185868761262363e-01,-1.885079578578302203e-02,6.931563683911511342e-01,9.162459863148881833e-01,9.768021654197057702e-01,9.930897907732694208e-01,9.976792451803665474e-01,9.990413089204835950e-01
-9.998332398830384049e-01,-1.806543327703804061e-02,6.937223302410672199e-01,9.165603861354000292e-01,9.769700731614399114e-01,9.931816678952980482e-01,9.977324211177396318e-01,9.990753877192066756e-01
-9.998472759883566541e-01,-1.728005962183959757e-02,6.942878640611951369e-01,9.168742204340425417e-01,9.771373781082575150e-01,9.932729322197823008e-01,9.977849814497348202e-01,9.991088500839341302e-01
-9.998606951834216883e-01,-1.649467530476693075e-02,6.948529695025966735e-01,9.171874890171787253e-01,9.773040801569300440e-01,9.933635836904136651e-01,9.978369261439217208e-01,9.991416959940202513e-01
-9.998734974599533532e-01,-1.570928081040534607e-02,6.954176462165999606e-01,9.175001916915214162e-01,9.774701792046025517e-01,9.934536222512579950e-01,9.978882551682496382e-01,9.991739254291993610e-01
-9.998856828100530780e-01,-1.492387662334698425e-02,6.959818938547968070e-01,9.178123282641306169e-01,9.776356751487904617e-01,9.935430478467623949e-01,9.979389684910490166e-01,9.992055383695854776e-01
-9.998972512262019885e-01,-1.413846322819029000e-02,6.965457120690434767e-01,9.181238985424172716e-01,9.778005678873825657e-01,9.936318604217504458e-01,9.979890660810287750e-01,9.992365347956720933e-01
-9.999082027012623497e-01,-1.335304110953808299e-02,6.971091005114617989e-01,9.184349023341402685e-01,9.779648573186386917e-01,9.937200599214242036e-01,9.980385479072796384e-01,9.992669146883367270e-01
-9.999185372284776774e-01,-1.256761075199983729e-02,6.976720588344392793e-01,9.187453394474102142e-01,9.781285433411921471e-01,9.938076462913643105e-01,9.980874139392701405e-01,9.992966780288328188e-01
-9.999282548014710725e-01,-1.178217264018934472e-02,6.982345866906271015e-01,9.190552096906851043e-01,9.782916258540471643e-01,9.938946194775297727e-01,9.981356641468496216e-01,9.993258247987966136e-01
-9.999373554142466647e-01,-1.099672725872511553e-02,6.987966837329437908e-01,9.193645128727739868e-01,9.784541047565825655e-01,9.939809794262572940e-01,9.981832985002485614e-01,9.993543549802454962e-01
